student,name,address,url,denomination,service_days,non_sunday,main_language,other_language,livestream_url,staff,address_clean,latitude,longitude
Madison,Mount Sinai Missionary Baptist Church,"5915 Old Silver Hill Rd. Forestville Md, 20747",https://www.msmbc.net/,Non-denominational,Sunday,NA,English,NA,https://www.msmbc.net/sermons,https://www.msmbc.net/church-staff,"5915 Old Silver Hill Rd. Forestville Md, 20747, USA",38.8535555,-76.9073487
Madison,Heart of God Baptist Church,"7100 Chesapeake Rd Suites 205-206, Hyattsville, MD, United States, 20784",https://www.facebook.com/heartofGodbaptist/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/heartofGodbaptist/live_videos,"Pastor Anthony B. Cason, Sr.","7100 Chesapeake Rd Suites 205-206, Hyattsville, MD, United States, 20784",NA,NA
Madison,First Baptist Church of Suitland,"5400 Silver Hill Rd., Forestville, MD 20747",https://www.fbcsuitland.org/,Baptist Convention of Maryland/Deleware and Soouthern Baptist Convention,Sunday,NA,English,NA,https://www.fbcsuitland.org/media/,https://www.fbcsuitland.org/our-pastor/,"5400 Silver Hill Rd., Forestville, MD 20747, USA",38.8619826,-76.9014455
Madison,The Heights Church/ First Baptist Church of District Heights Maryland,"7234 Lansdale St., District Heights, MD. 20747",https://www.fbcdh.org/,Non-denominational,Sunday,NA,English,NA,https://starvin-dev.com/the-height/watch-live/,Dr. Bobby Manning,"7234 Lansdale St., District Heights, MD. 20747, USA",38.859012,-76.8808998
Madison,Spirit of Christ Baptist Church,"8005 Cryden Way, Forestville, MD 20747",https://www.spiritofchristbc.org/,Non-denominational,Sunday,NA,English,NA,NA,https://www.spiritofchristbc.org/#pastor,"8005 Cryden Way, Forestville, MD 20747, USA",38.8481221,-76.8680513
Madison,Word of God Bible Baptist Church,"7621 Penn Belt Drive, Forestville, MD, United States, 20747",https://www.facebook.com/WOGBBC/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/WOGBBC/live_videos,Pastor Robert Cotton,"7621 Penn Belt Drive, Forestville, MD, United States, 20747",NA,NA
Madison,"Independent Baptist Church of Clinton, MD.","9255 Piscataway Road, Clinton, MD, United States, 20735",https://www.facebook.com/ibcministries/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/ibcministries/live_videos,NA,"9255 Piscataway Road, Clinton, MD, United States, 20735",NA,NA
Madison,Mt. Paran Baptist Church,"6413 Old Alexandria Ferry Road Clinton, MD 20735",https://mtparanbc.org/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/mountparanonline/live_videos,https://mtparanbc.org/leadership/,"6413 Old Alexandria Ferry Road Clinton, MD 20735, USA",38.7853227,-76.8951857
Madison,Antioch Baptist Church of Clinton,"9107 Pineview Lane
Clinton, MD 20735",https://abcocmd.org/,Non-denominational,Sunday,NA,English,NA,https://abcocmd.org/live-stream/,https://abcocmd.org/all-are-welcome/meet-pastor-j/,"9107 Pineview Lane Clinton, MD 20735, USA",NA,NA
Madison,First Baptist Church of Laurel,"First Baptist Church
15000 First Baptist Lane, Laurel, MD 20707",https://fbclaurel.com/,Non-denominational,Sunday,NA,English,NA,https://fbclaurel.com/live/,https://fbclaurel.com/about/our-leadership/,"First Baptist Church 15000 First Baptist Lane, Laurel, MD 20707, USA",39.0999407,-76.8769897
Madison,Berwyn Baptist Church,"Berwyn Baptist Church
4720 Cherokee St
College Park, MD 20740",https://www.berwynbaptist.org/,Non-denominational,Sunday,NA,English,NA,https://www.berwynbaptist.org/videos/,https://www.berwynbaptist.org/about/pastoral-team/,"Berwyn Baptist Church 4720 Cherokee St College Park, MD 20740, USA",NA,NA
Madison,Landover Hills Baptist Church,"4420 73rd Ave
Landover Hills, Maryland, 20784",https://www.lhbcmd.org/,Non-denominational,Sunday,NA,English,NA,NA,NA,"4420 73rd Ave Landover Hills, Maryland, 20784, USA",38.9459818,-76.8898477
Madison,Full Gospel Baptist Church,"4827 Glenoak Rd, Hyattsville, MD, United States, 20784",https://www.facebook.com/p/The-Full-Gospel-Baptist-Church-100064362562397/,Non-denominational,Sunday,NA,English,NA,NA,NA,"4827 Glenoak Rd, Hyattsville, MD, United States, 20784",NA,NA
Madison,Cheverly Baptist Church,"7400 Buchanan Street, 
PO Box 2370 
Hyattsville, MD 20784",https://cheverlybaptist.org/,Non-denominational,Sunday,NA,English,NA,https://cheverlybaptist.org/sermons,NA,"7400 Buchanan Street,Hyattsville, MD 20784, USA",38.9483147,-76.8862943
Madison,Tabernacle Baptist Assembly,"2972 Kaverton Rd, Forestville, MD, United States, 20747",https://www.facebook.com/InTheTabernacle777/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/InTheTabernacle777/live_videos,NA,"2972 Kaverton Rd, Forestville, MD, United States, 20747",NA,NA
Madison,Oxon Hill Baptist Church,"5701 Livingston Rd. Oxon Hill, MD  20745",https://www.thirdbaptistchurchdc.org/,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/@3rdBaptistChurchDC,NA,"5701 Livingston Rd. Oxon Hill, MD 20745, USA",38.8113895,-76.9954095
Madison,Emmanuel Baptist Church - Laurel,"11443 Laurel Bowie Road
Laurel, Maryland 20708",https://emmanuelbaptist-laurel.org/,Non-denominational,Sunday,NA,English,NA,https://emmanuelbaptist-laurel.org/sermons/,https://www.thirdbaptistchurchdc.org/our-pastor,"11443 Laurel Bowie Road Laurel, Maryland 20708, USA",39.0468293,-76.8248802
Madison,Suitland Road Baptist Church,"6412 Suitland Road
Suitland, Maryland 20746",https://srbcoutreach.org/,Non-denominational,Sunday,NA,English,NA,via the conference # (617) 769-8377.,"Kelvin McCune
Pastor","6412 Suitland Road Suitland, Maryland 20746, USA",38.8302979,-76.8952585
Madison,Ascension Baptist Church of Suitland,"3803 Regency Parkway, Ascension Baptist Church of Suitland, MD",https://ascensionbc.org/?fbclid=IwY2xjawQasvZleHRuA2FlbQIxMABicmlkETEwUmVxWUNDOXNGVHcyU3l0c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHlBJ66rWvBdwOSrX7LZwZD5MZgzoLJ2lTeUPKVYfss4x04pEEVtrgLD4CCQx_aem_vGLjLAKgNcWYKMBW98SCjw,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/@ascensionbc_3803,https://ascensionbc.org/about-us/,"3803 Regency Parkway, Ascension Baptist Church of Suitland, MD, USA",NA,NA
Madison,Galilee Baptist Church,"2101 Shadyside Avenue, Suitland, MD  20746",https://galileenow.tv/,Non-denominational,Sunday,NA,English,NA,https://galileenow.tv/watch-live,https://galileenow.tv/ministry-leadership,"2101 Shadyside Avenue, Suitland, MD 20746, USA",38.8612332,-76.9335136
Madison,Shiloh Baptist Church of Landover,"8801 Ardwick Ardmore Rd, Landover",https://www.shilohbc.org/,Non-denominational,Sunday,NA,English,NA,https://www.shilohbc.org/church-online/,https://www.shilohbc.org/pastors-desk/,"8801 Ardwick Ardmore Rd, Landover, USA",38.9433926,-76.8722079
Madison,Whitehall Baptist Church,"1205 Farmington Rd E, Accokeek, MD, United States, 20607",https://www.facebook.com/whitehallbaptistmd/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/whitehallbaptistmd/live_videos,NA,"1205 Farmington Rd E, Accokeek, MD, United States, 20607",NA,NA
Madison,First Baptist Church of Mount Rainier,3103 Shepard Street,https://firstbaptmr.org/Home,Non-denominational,Sunday,NA,English,NA,"Phone # 301-715-8592 
Meeting ID: 85193461076
Password: 803470",NA,"3103 Shepard Street, USA",33.7069821,-118.2931285
Madison,The Triumphant Church,"4603 Eastern Ave.
Mt. Rainier, MD 20712",https://www.thetriumphantchurch.org/,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/c/WeAreTriumphantChurch,https://www.thetriumphantchurch.org/about/staff,"4603 Eastern Ave. Mt. Rainier, MD 20712, USA",38.9442416,-76.9743077
Madison,Glenn Dale Baptist Church,"11304 Old Prospect Hill Rd, Glenn Dale, MD, United States, 20769-9422",https://www.facebook.com/p/Glenn-Dale-Baptist-Church-100067198904424/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/profile.php?id=100067198904424&sk=live_videos,NA,"11304 Old Prospect Hill Rd, Glenn Dale, MD, United States, 20769-9422",NA,NA
Derek,University Park YSA Ward,"7601 Mowatt Ln, COLLEGE PARK, Maryland 20740",NA,Latter Day Saints,Sunday,NA,English,NA,NA,NA,"7601 Mowatt Ln, COLLEGE PARK, Maryland 20740, USA",38.9819172,-76.9474608
Derek,Hyattsville,"3790 East West Highway, Hyattsville, MD 20782",https://local.churchofjesuschrist.org/en/us/md/hyattsville/3790-east-west-highway,Latter Day Saints,Sunday,NA,French,NA,NA,NA,"3790 East West Highway, Hyattsville, MD 20782, USA",38.9668999,-76.9496128
Derek,Glenn Dale,"11525 Prospect Hill Road, Glenn Dale, MD 20769",https://local.churchofjesuschrist.org/en/us/md/glenn-dale/11525-prospect-hill-road,Latter Day Saints,Sunday,NA,Spanish,NA,NA,NA,"11525 Prospect Hill Road, Glenn Dale, MD 20769, USA",38.9845533,-76.8058987
Derek,Bowie,"16621 Sylvan Drive, Bowie, MD 20715",https://local.churchofjesuschrist.org/en/us/md/bowie/16621-sylvan-drive,Latter Day Saints,Sunday,NA,English,NA,NA,NA,"16621 Sylvan Drive, Bowie, MD 20715, USA",38.9771401,-76.7162411
Derek,Laurel,"7200 Contee Road, Laurel, MD 20707",https://local.churchofjesuschrist.org/en/us/md/laurel/7200-contee-road,Latter Day Saints,Sunday,NA,Spanish,NA,NA,NA,"7200 Contee Road, Laurel, MD 20707, USA",39.083338,-76.883506
Zephan Matteson,Maranatha Adventist Fellowship Church,13325 11th St,https://mafchurch.org/,Adventist,Saturday,NA,English,No,NA,Unknown,"13325 11th St, USA",39.0063748,-76.7706371
Zephan Matteson,Nueva Esperanza Spanish SDA Church,6513 Queens Chapel Rd,https://langleyparkspanishmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"6513 Queens Chapel Rd, USA",38.9689532,-76.9433462
Zephan Matteson,BLADENSBURG SDA CHURCH,"11911 Lanham-Severn RD Bowie, MD 20720",https://www.bladensburgsda.org/,Seventh-Day Adventist,Saturday,NA,English,No,https://www.youtube.com/user/BladensburgSDAChurch,1,"11911 Lanham-Severn RD Bowie, MD 20720, USA",38.9976637,-76.798954
Zephan Matteson,Beltsville Adventist Church,"4200 Ammendale RoadBeltsville, MD 20705",https://www.beltsvillesda.org/,Adventist,Saturday,NA,English,Spanish,NA,5,"4200 Ammendale RoadBeltsville, MD 20705, USA",NA,NA
Zephan Matteson,Beltsville Spanish Seventh-Day Adventist Church,"1 Hillside Rd, Greenbelt, MD, 20770",NA,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"1 Hillside Rd, Greenbelt, MD, 20770, USA",39.0052197,-76.8758921
Zephan Matteson,Hyattsville SDA Church,"4905 42nd Place, Hyattsville, MD 20781",https://hyattsvillemd.adventistchurch.org/,Seventh-Day Adventist,Saturdy,NA,English,No,https://www.youtube.com/@hyattsvillesdachurch7437/streams,1,"4905 42nd Place, Hyattsville, MD 20781, USA",38.9496848,-76.9437523
Zephan Matteson,Hyattsville Spanish SDA Church,"4815 Edmonston Rd Hyattsville, MD",https://hyattsvillespanishmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,Uknown,"4815 Edmonston Rd Hyattsville, MD, USA",38.9467504,-76.927967
Zephan Matteson,Living Water Adventist Church,"4201 Guilford Drive, College Park, MD 20740",https://www.livingwatersda.org/,Adventist,Saturday,NA,English,No,https://www.youtube.com/@LivingWaterAdventist,4,"4201 Guilford Drive, College Park, MD 20740, USA",38.9802327,-76.9440048
Zephan Matteson,Central D.C. Spanish SDA Church,"322 Ethan Allen Ave Takoma Park, MD",https://centraldcspanishdc.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"322 Ethan Allen Ave Takoma Park, MD, USA",38.978289,-77.0026833
Zephan Matteson,Community of Hope SDA Church,"6501 Seat Pleasant Dr, Capitol Heights, MD 20743",https://www.cohsda.org/,Seventh-Day Adventist,Saturday,NA,English,No,https://www.cohsda.org/watch-live,2,"6501 Seat Pleasant Dr, Capitol Heights, MD 20743, USA",38.8982113,-76.895718
Zephan Matteson,Ebenezer Spanish SDA Church,"5701 42nd Ave Hyattsville, MD",https://ebenezerspanishmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"5701 42nd Ave Hyattsville, MD, USA",38.9569094,-76.9458946
Zephan Matteson,Filipino American Capital SDA Church,"4216 Powder Mill Rd, Beltsville, MD 20705-2747",https://filamcapsda.org/,Seventh-Day Adventist,Saturday,NA,English,No,https://filamcapsda.org/livestream1/,2,"4216 Powder Mill Rd, Beltsville, MD 20705-2747, USA",39.0516344,-76.9240587
Zephan Matteson,French American SDA Company,"7600 Flower Ave Rm 406 Takoma Park, MD",https://frenchamericanmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,English,No,NA,Unkown,"7600 Flower Ave Rm 406 Takoma Park, MD, USA",NA,NA
Zephan Matteson,Landover Hills Spanish SDA Church,"7009 Varnum St Landover Hills, MD",https://landoverhillsspanishmisisonmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"7009 Varnum St Landover Hills, MD, USA",38.9434823,-76.8948939
Zephan Matteson,Light Bearers Mission SDA Church,"6120 Allentown Road, Suitland, MD 20746",https://lightbearersmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,English,No,NA,41,"6120 Allentown Road, Suitland, MD 20746, USA",38.8042633,-76.904689200000007
Zephan Matteson,Metropolitana Spanish of Seventh-day Adv,"6421 Old Landover Rd North Englewood, MD",https://metrodcspanishmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"6421 Old Landover Rd North Englewood, MD, USA",NA,NA
Zephan Matteson,Mount Rainier Spanish SDA Church,"6012 Ager Rd Hyattsville, MD",https://mountrainierspanishhyattsvillemd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"6012 Ager Rd Hyattsville, MD, USA",38.9642978,-76.9728073
Zephan Matteson,Oxon Hill Spanish SDA Church,"6400 Livingston Rd Oxon Hill, MD",https://oxonhillspanishmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"6400 Livingston Rd Oxon Hill, MD, USA",38.801123,-76.9862885
Zephan Matteson,Pennsylvania Avenue Seventh-day Adventist Church,"4010 Belt Road, Capitol Heights, MD 20743",http://www.pasdac.org/,Seventh-Day Adventist,Saturday,NA,English,No,NA,1,"4010 Belt Road, Capitol Heights, MD 20743, USA",38.8640802,-76.9449974
Zephan Matteson,Restoration Praise Center,"14201 Old Stage Road, Bowie, Maryland 20720",https://www.rpcsda.org/,Seventh-Day Adventist,Saturday,NA,English,No,https://www.youtube.com/@rpcsda/streams,2,"14201 Old Stage Road, Bowie, Maryland 20720, USA",38.9576472,-76.7593692
Zephan Matteson,Riverdale for Jesus SDA Church,"5820 Riverdale Rd Riverdale, MD",https://riverdaleforjesusmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"5820 Riverdale Rd Riverdale, MD, USA",38.9607682,-76.914919
Zephan Matteson,Seabrook SDA Church,"8900 Good Luck Road, Lanham, MD 20706",https://seabrooksda.org/,Seventh-Day Adventist,Saturday,NA,English,No,https://seabrooksda.org/watch/,3,"8900 Good Luck Road, Lanham, MD 20706, USA",38.9795599,-76.851992
Zephan Matteson,Sheriff Road SDA Company,"602 59th Ave Fairmount Heights, MD",https://sheriffroadmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,English,No,https://www.youtube.com/@SheriffRoadSDA/streams,1,"602 59th Ave Fairmount Heights, MD, USA",38.8985677,-76.9161889
Zephan Matteson,Sligo SDA Church,"7700 Carroll Avenue Takoma Park, MD 20912",https://sligochurch.org/,Seventh-Day Adventist,Unknown,NA,English,No,https://media.sligochurch.org/,10,"7700 Carroll Avenue Takoma Park, MD 20912, USA",38.9855938,-76.9974862
Zephan Matteson,Takoma Park Seventh-day Adventist Church,"6951 Carroll Ave, Takoma Park, MD 20912",https://www.thetpchurch.org/,Seventh-Day Adventist,Saturday,NA,English,No,https://www.youtube.com/@TakomaParkSDA/streams,4,"6951 Carroll Ave, Takoma Park, MD 20912, USA",38.9743689,-77.0129453
Zephan Matteson,Takoma Park Spanish SDA Church,"8400 Carroll Ave Takoma Park, MD",https://takomaparkspanishmd.adventistchurch.org/,Seventh-Day Adventist,Saturday,NA,Spanish,No,NA,1,"8400 Carroll Ave Takoma Park, MD, USA",38.983292,-77.0003758
Zephan Matteson,Washington Brazilian Seventh-day Adventist Church,"8108 54th Ave, College Park, MD 20740",https://www.braziliansda.com/,Seventh-Day Adventist,Saturday,NA,Portugese,No,https://www.youtube.com/@iasdwashington/streams,1,"8108 54th Ave, College Park, MD 20740, USA",38.9895971,-76.9247935
Zephan Matteson,Horeb Hatian SDA Church,"3310 Powder Mill Rd. Hyattsville, MD 20783",https://www.horebsda.org/,Seventh-Day Adventist,Saturday,NA,English,Yes,https://www.horebsda.org/video-archives/,4,"3310 Powder Mill Rd. Hyattsville, MD 20783, USA",39.0364388,-76.949138
Zephan Matteson,St. John’s Broad Creek Episcopal Church,"9801 Livingston Rd, Fort Washington, MD 20744",https://stjohnsbroadcreek.org/,Episcopal/Anglican,Sunday,NA,English,No,https://www.facebook.com/100064566467215/posts/3152452024995196/,1,"9801 Livingston Rd, Fort Washington, MD 20744, USA",38.7556609,-77.0009664
Zephan Matteson,Christ Church - Accokeek,"600 Farmington Road, West Accokeek, MD 20608-9655",https://www.accokeekchurch.org/,Episcopal/Anglican,Sunday,NA,English,No,NA,1,"600 Farmington Road, West Accokeek, MD 20608-9655, USA",NA,NA
Zephan Matteson,St Thomas' - Upper Marlboro,"14300 St. Thomas' Church Road Upper Marlboro, MD 20772",https://www.stthomascroom.org/,Episcopal/Anglican,Sunday,NA,English,No,Zoom,3,"14300 St. Thomas' Church Road Upper Marlboro, MD 20772, USA",38.7487149,-76.7587609
Zephan Matteson,Christ Church - Clinton,"8710 Old Branch Avenue, Clinton, MD  20735",https://christchurchclinton.org/,Episcopal/Anglican,Sunday,NA,English,No,Zoom,2,"8710 Old Branch Avenue, Clinton, MD 20735, USA",38.7695054,-76.8989114
Zephan Matteson,St. Barnabas Anglican Church,"St. Barnabas’ Episcopal Church, 14111 Oak Grove Road",https://stbarnabas.net/,Episcopal/Anglican,Sunday,NA,English,No,Zoom,2,"St. Barnabas’ Episcopal Church, 14111 Oak Grove Road, USA",NA,NA
Zephan Matteson,"St. Philip's Episcopal Church, Baden Parish","13801 Baden Westwood Rd., Brandywine, MD 20613",https://stphilipsbaden.org/,Episcopal/Anglican,Sunday,NA,English,No,NA,4,"13801 Baden Westwood Rd., Brandywine, MD 20613, USA",NA,NA
Zephan Matteson,Trinity Episcopal Mission Upper Marlboro,"4515 Church Street, Upper Marlboro, MD 20772",https://trinityuppermarlboro.org/,Episcopal/Anglican,Sunday,NA,English,No,Zoom,3,"4515 Church Street, Upper Marlboro, MD 20772, USA",38.814829,-76.7530839
Zephan Matteson,St. Andrews Episcopal Chruch,"4512 College Avenue, College Park, Maryland 20740",https://saeccp.org/,Episcopal/Anglican,Sunday,NA,English,No,https://www.youtube.com/@st.andrews-collegepark595/streams,4,"4512 College Avenue, College Park, Maryland 20740, USA",38.9820822,-76.9350098
Zephan Matteson,St. Christopher's Church,"8001 Annapolis Road, New Carrollton, MD 20784",https://www.stchrispgc.org/,Episcopal/Anglican,Sunday,NA,English,No,https://www.youtube.com/@st.christophersepiscopalch413/streams,2,"8001 Annapolis Road, New Carrollton, MD 20784, USA",38.9548291,-76.873183
Zephan Matteson,All Saints Anglican Church,"4849 Lydell Rd, Hyattsville, MD 20781",https://allsaintschurchmd.org/,Episcopal/Anglican,Sunday,NA,English,No,https://www.youtube.com/@allsaintsanglicanchurch8112/streams,Unknown,"4849 Lydell Rd, Hyattsville, MD 20781, USA",38.9262342,-76.9233039
Zephan Matteson,ALL SAINTS IGBO ANGLICAN  CHURCH (ASIAC),"5901 Medical, Terrace, Cheverly MD",https://asiac.org/,Episcopal/Anglican,Sunday,NA,English,No,https://www.youtube.com/channel/UCiOxvnz_skInc1_K3pSUzDA,3,"5901 Medical, Terrace, Cheverly MD, USA",38.9336312,-76.916254
Zephan Matteson,St. Mathews Episcopal Church,"5901 36th Avenue Hyattsville, MD 20782",https://stmatthewshyattsville.org/,Episcopal/Anglican,Sunday,NA,Spanish,Yes,https://www.facebook.com/StMatthewParish,2,"5901 36th Avenue Hyattsville, MD 20782, USA",38.9619991,-76.9561393
Zephan Matteson,St. George's Episcopal Church,"7010 Glenn Dale Road, Glenn Dale, MD 20769",https://www.stgeorgesglenndale.org/,Episcopal/Anglican,Sunday,NA,English,No,Zoom,3,"7010 Glenn Dale Road, Glenn Dale, MD 20769, USA",38.9868515,-76.8199087
Zephan Matteson,St. John's Episcopal/Anglican Church,"4112 34th Street, Mt. Rainier, MD 20712-1948",https://www.stjohnsmountrainier.org/,Episcopal/Anglican,Sunday,NA,English,No,https://www.youtube.com/@StJohnsMountRainier/streams,3,"4112 34th Street, Mt. Rainier, MD 20712-1948, USA",38.940144,-76.9613814
Zephan Matteson,Michael & All Angels Episcopal/Anglican Church,"8501 New Hampshire Avenue, Adelphi, MD  20783",https://www.stmichaelsadelphi.org/,Episcopal/Anglican,Sunday,NA,English,No,Zoom,Unkonwn,"8501 New Hampshire Avenue, Adelphi, MD 20783, USA",38.9977789,-76.9838528
Zephan Matteson,St. John's Episcopal Church,"11040 Baltimore Avenue, Beltsville, MD 20705",https://saintjohnsbeltsville.org/,Episcopal/Anglican,Sunday,NA,English,No,https://www.youtube.com/channel/UCUjuYaLo3TLScomtGOERfKg,7,"11040 Baltimore Avenue, Beltsville, MD 20705, USA",39.0348695,-76.90837
Zephan Matteson,Epiphany Episcopal Church,"3111 Ritchie Road, Forestville, MD 20747",https://www.epiphanyforestville.org/,Episcopal/Anglican,Sunday,NA,Enlgish,No,Zoom,1,"3111 Ritchie Road, Forestville, MD 20747, USA",38.8472653,-76.8752596
Zephan Matteson,St. Philip’s Episcopal Church,"522 Main Street, Laurel, MD 20707-4118",https://www.stphilipslaurel.org/,Episcopal/Anglican,Sunday,NA,English,No,https://www.youtube.com/@st.philipsepiscopalchurchl9927/streams,7,"522 Main Street, Laurel, MD 20707-4118, USA",39.1072638,-76.8516972
Zephan Matteson,St. Paul's Baden,"13500 Baden Westwood Road, Brandywine, Maryland 20613",https://stpaulsbaden.org/,Episcopal/Anglican,Sunday,NA,English,No,NA,2,"13500 Baden Westwood Road, Brandywine, Maryland 20613, USA",38.6604425,-76.7723911
Zephan Matteson,St. Barnabas,"5203 Saint Barnabas Rd, Temple Hills, MD, United States, 20748",https://www.episcopalassetmap.org/dioceses/diocese-washington/list/st-barnabas-temple-hills,Episcopal/Anglican,Sunday,NA,English,No,NA,NA,"5203 Saint Barnabas Rd, Temple Hills, MD, United States, 20748",NA,NA
Daniel,University of Maryland Catholic Student Center,"4141 Guilford Dr, College Park, MD 20740",https://catholicterps.org/,Catholic,6,NA,NA,NA,n/a,NA,"4141 Guilford Dr, College Park, MD 20740, USA",38.9805791,-76.9453305
Daniel,Saint Jerome Catholic Church,"5205 43rd Avenue Hyattsville, MD, 20781",https://www.stjeromes.org/,Catholic,7,NA,NA,NA,n/a,NA,"5205 43rd Avenue Hyattsville, MD, 20781, USA",38.9532549,-76.942578
Daniel,Ascension Catholic Church,"12700 Lanham Severn Road Bowie, MD 20720",https://ascensionbowie.org/,Catholic,6,NA,NA,NA,n/a,NA,"12700 Lanham Severn Road Bowie, MD 20720, USA",39.0063017,-76.7879963
Daniel,Saint John the Evangelist Catholic Church,"8908 Old Branch Avenue, Clinton, MD 20735",https://sjeclinton.org/,Catholic,7,NA,NA,NA,n/a,NA,"8908 Old Branch Avenue, Clinton, MD 20735, USA",38.7673997,-76.8980335
Daniel,Church of the Holy Spirit,"1717 Ritchie Rd, District Heights, MD 20747",https://holyspiritmd.org/,Catholic,7,NA,NA,NA,n/a,NA,"1717 Ritchie Rd, District Heights, MD 20747, USA",38.8666322,-76.864373
Daniel,Most Holy Rosary Catholic Church,"11704 Duley Station Rd, Upper Marlboro, MD 20772",https://www.mostholyrosarychurch.org/,Catholic,6,NA,NA,NA,https://www.mostholyrosarychurch.org/live-mass,NA,"11704 Duley Station Rd, Upper Marlboro, MD 20772, USA",NA,NA
Daniel,Holy Family Catholic Church,"2210 Callaway Street, Hillcrest Heights, MD 20748",https://holyfamilyparishmd.org/,Catholic,6,NA,NA,NA,n/a,NA,"2210 Callaway Street, Hillcrest Heights, MD 20748, USA",NA,NA
Daniel,Holy Family Parish,"12010 Woodmore Road Mitchellville, MD 20721",https://holyfamilywoodmore.org/,Catholic,7,NA,NA,NA,https://youtu.be/eftdyLN2yjA,NA,"12010 Woodmore Road Mitchellville, MD 20721, USA",NA,NA
Daniel,Holy Redeemer Parish,"4902 Berwyn Road, College Park, Maryland 20740",https://parish.holy-redeemer.org/,Catholic,7,NA,NA,NA,n/a,NA,"4902 Berwyn Road, College Park, Maryland 20740, USA",38.9953635,-76.9278016
Daniel,Mount Cavalry Catholic Church,"6700 Marlboro Pike, Forestville, MD 20747-3272",https://mountcalvarycatholicchurch.org/staff,Catholic,6,NA,NA,NA,n/a,NA,"6700 Marlboro Pike, Forestville, MD 20747-3272, USA",38.8524731,-76.8906345
Daniel,Our Lady of Sorrows Parish,"1006 LARCH AVENUE, TAKOMA PARK, MD, 20912, UNITED STATES",https://ladyofsorrows.org/,Catholic,7,NA,NA,NA,NA,NA,"1006 LARCH AVENUE, TAKOMA PARK, MD, 20912, UNITED STATES",38.9775435,-76.9914925
Daniel,Resurrection of Our Lord Roman Catholic Church,"8402 Brock Bridge Rd, Laurel, MD, 20724, United States",https://roollaurel.org/,Catholic,7,NA,spanish,NA,NA,NA,"8402 Brock Bridge Rd, Laurel, MD, 20724, United States",39.1170498,-76.8206717
Daniel,Sacred Heart Church,"16501 Annapolis Rd., Bowie Maryland 20715",https://sacredheartbowie.org/,Catholic,7,NA,NA,NA,NA,NA,"16501 Annapolis Rd., Bowie Maryland 20715, USA",38.9833355,-76.7213573
Daniel,St. Ambrose Catholic Church,"6301 Jason Street, Cheverly, MD 20785",https://sacheverly.org/,Catholic,7,NA,spanish,NA,NA,NA,"6301 Jason Street, Cheverly, MD 20785, USA",38.928809,-76.908321
Daniel,St. Bernard of Clairvaux,"5700 Saint Bernard Drive Riverdale Park, MD 20737",https://stbernardriverdale.org/,Catholic,6,NA,spanish,NA,NA,NA,"5700 Saint Bernard Drive Riverdale Park, MD 20737, USA",38.957508,-76.915011
Daniel,St. Bernadine of Siena Parish,"2400 Brooks Drive, Suitland, Maryland 20746",https://stbernardineparish.com/,Catholic,6,NA,spanish,NA,NA,NA,"2400 Brooks Drive, Suitland, Maryland 20746, USA",38.8577827,-76.9201436
Daniel,St. Columba Catholic Church,"7800 Livingston Road, Oxon Hill, Maryland 20745",https://stcolumbacatholicchurch.net/,Catholic,7,NA,tagalog,NA,NA,NA,"7800 Livingston Road, Oxon Hill, Maryland 20745, USA",38.7834732,-76.9906667
Daniel,St. Michael Catholic Parish & Mission of St. Dominic,"17510 Horsehead Road, Brandywine, MD 20613",https://stmichaelbaden.org/,Catholic,7,NA,NA,NA,NA,NA,"17510 Horsehead Road, Brandywine, MD 20613, USA",38.6493016,-76.7699422
